"","network_code","network_name","park_code","park_name","site_name","station_code","station_name","event_date_UTC","reader_name","marker_horizon_name","core_measurement_number","core_measurement_depth_mm","core_type","core_condition","core_event_notes","core_notes","established_date","retired_date","validation_status","validation_date","validation_name","dpl"
"332","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2017-04-05,"Winn, Neil - NCBN","C",3,21,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"333","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-04-05,"Winn, Neil - NCBN","A",1,20,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"334","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-04-05,"Winn, Neil - NCBN","A",2,19,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"335","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-04-05,"Winn, Neil - NCBN","A",3,18,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"336","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-04-05,"Winn, Neil - NCBN","B",1,32,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"337","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-04-05,"Winn, Neil - NCBN","B",2,30,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"338","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-04-05,"Winn, Neil - NCBN","B",3,29,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"339","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-04-05,"Winn, Neil - NCBN","C",1,35,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"340","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-04-05,"Winn, Neil - NCBN","C",2,32,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"341","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-04-05,"Winn, Neil - NCBN","C",3,30,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"342","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-04-05,"Lynch, James - NCBN","A",1,33,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"343","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-04-05,"Lynch, James - NCBN","A",2,31,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"344","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-04-05,"Lynch, James - NCBN","A",3,34,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"345","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-04-05,"Lynch, James - NCBN","B",1,30,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"346","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-04-05,"Lynch, James - NCBN","B",2,34,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"347","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-04-05,"Lynch, James - NCBN","B",3,29,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"348","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-04-05,"Lynch, James - NCBN","C",1,24,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"349","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-04-05,"Lynch, James - NCBN","C",2,22,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"350","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-04-05,"Lynch, James - NCBN","C",3,23,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"351","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-04-05,"Winn, Neil - NCBN","A",1,22,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"352","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-04-05,"Winn, Neil - NCBN","A",2,24,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"353","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-04-05,"Winn, Neil - NCBN","A",3,23,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"354","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-04-05,"Winn, Neil - NCBN","B",1,24,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"355","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-04-05,"Winn, Neil - NCBN","B",2,20,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"356","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-04-05,"Winn, Neil - NCBN","B",3,20,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"357","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-04-05,"Winn, Neil - NCBN","C",1,22,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"358","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-04-05,"Winn, Neil - NCBN","C",2,21,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"359","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-04-05,"Winn, Neil - NCBN","C",3,20,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"360","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2017-09-05,"Winn, Neil - NCBN","A",1,25,"Cryogenic","Poor",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"361","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2017-09-05,"Winn, Neil - NCBN","A",2,24,"Cryogenic","Poor",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"362","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2017-09-05,"Winn, Neil - NCBN","A",3,24,"Cryogenic","Poor",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"363","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2017-09-05,"Winn, Neil - NCBN","B",1,30,"Cryogenic","Poor",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"364","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2017-09-05,"Winn, Neil - NCBN","C",1,43,"Cryogenic","Poor",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"365","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2017-09-05,"Winn, Neil - NCBN","C",2,45,"Cryogenic","Poor",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"366","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-09-05,"Winn, Neil - NCBN","A",1,41,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"367","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-09-05,"Winn, Neil - NCBN","A",2,42,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"368","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-09-05,"Winn, Neil - NCBN","A",3,40,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"369","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-09-05,"Winn, Neil - NCBN","B",1,34,"Cryogenic","Poor",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"370","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-09-05,"Winn, Neil - NCBN","C",1,30,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"371","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-09-05,"Winn, Neil - NCBN","C",2,30,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"372","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2017-09-05,"Winn, Neil - NCBN","C",3,32,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"373","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-09-05,"Winn, Neil - NCBN","A",1,50,"Cryogenic","Poor",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"374","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-09-05,"Winn, Neil - NCBN","A",2,50,"Cryogenic","Poor",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"375","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-09-05,"Winn, Neil - NCBN","A",3,47,"Cryogenic","Poor",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"376","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-09-05,"Winn, Neil - NCBN","C",1,49,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"377","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-09-05,"Winn, Neil - NCBN","C",2,50,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"378","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2017-09-05,"Winn, Neil - NCBN","C",3,51,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"379","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-09-05,"Winn, Neil - NCBN","A",1,30,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"380","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-09-05,"Winn, Neil - NCBN","A",2,24,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"381","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-09-05,"Winn, Neil - NCBN","A",3,30,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"382","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-09-05,"Winn, Neil - NCBN","B",1,28,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"383","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-09-05,"Winn, Neil - NCBN","B",2,29,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"384","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-09-05,"Winn, Neil - NCBN","B",3,27,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"385","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-09-05,"Winn, Neil - NCBN","C",1,33,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"386","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-09-05,"Winn, Neil - NCBN","C",2,35,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"387","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2017-09-05,"Winn, Neil - NCBN","C",3,37,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"388","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2018-04-03,"Winn, Neil - NCBN","A",1,25,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"389","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2018-04-03,"Winn, Neil - NCBN","A",2,26,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"390","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2018-04-03,"Winn, Neil - NCBN","B",1,20,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"391","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2018-04-03,"Winn, Neil - NCBN","B",2,22,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"392","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2018-04-03,"Winn, Neil - NCBN","B",3,24,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"393","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2018-04-03,"Winn, Neil - NCBN","C",1,22,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"394","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2018-04-03,"Winn, Neil - NCBN","C",2,22,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"395","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-1","M11-1",2018-04-03,"Winn, Neil - NCBN","C",3,22,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"396","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2018-04-03,"Winn, Neil - NCBN","A",1,30,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"397","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2018-04-03,"Winn, Neil - NCBN","A",2,32,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"398","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2018-04-03,"Winn, Neil - NCBN","A",3,34,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"399","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2018-04-03,"Winn, Neil - NCBN","B",1,30,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"400","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2018-04-03,"Winn, Neil - NCBN","B",2,30,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"401","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2018-04-03,"Winn, Neil - NCBN","B",3,27,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"402","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2018-04-03,"Winn, Neil - NCBN","C",1,32,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"403","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2018-04-03,"Winn, Neil - NCBN","C",2,34,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"404","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-2","M11-2",2018-04-03,"Winn, Neil - NCBN","C",3,33,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"405","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2018-04-03,"Winn, Neil - NCBN","A",1,34,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"406","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2018-04-03,"Winn, Neil - NCBN","A",2,36,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"407","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2018-04-03,"Winn, Neil - NCBN","A",3,37,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"408","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2018-04-03,"Winn, Neil - NCBN","B",1,45,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"409","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2018-04-03,"Winn, Neil - NCBN","B",2,49,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"410","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2018-04-03,"Winn, Neil - NCBN","B",3,50,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"411","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2018-04-03,"Winn, Neil - NCBN","C",1,41,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"412","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2018-04-03,"Winn, Neil - NCBN","C",2,42,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"413","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-3","M11-3",2018-04-03,"Winn, Neil - NCBN","C",3,40,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"414","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2018-04-03,"Winn, Neil - NCBN","A",1,37,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"415","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2018-04-03,"Winn, Neil - NCBN","A",2,37,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"416","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2018-04-03,"Winn, Neil - NCBN","A",3,37,"Cryogenic","Good",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"417","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2018-04-03,"Winn, Neil - NCBN","B",1,45,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"418","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2018-04-03,"Winn, Neil - NCBN","B",2,41,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"419","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2018-04-03,"Winn, Neil - NCBN","C",1,39,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"420","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2018-04-03,"Winn, Neil - NCBN","C",2,39,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
"421","NCBN","Northeast Coastal and Barrier Network","ASIS","Assateague Island National Seashore","Marsh 11","M11-4","M11-4",2018-04-03,"Winn, Neil - NCBN","C",3,37,"Cryogenic","Unknown",NA,NA,2009-06-22,NA,"ManuallyValidated",2023-02-02 12:00:00,"Skidds, Dennis","Accepted"
